,location,total_sqft,bath,price,bhk
601,BEML Layout,1194.0,2.0,65.0,2
602,BTM 2nd Stage,1260.0,5.0,185.0,3
603,BTM 2nd Stage,950.0,2.0,52.0,2
604,BTM 2nd Stage,1850.0,3.0,170.0,3
605,BTM 2nd Stage,1200.0,2.0,80.0,2
606,BTM 2nd Stage,1274.0,2.0,70.0,2
608,BTM 2nd Stage,1070.0,2.0,48.0,2
609,BTM 2nd Stage,1280.0,2.0,80.0,2
610,BTM 2nd Stage,1100.0,2.0,70.0,2
611,BTM 2nd Stage,1000.0,2.0,58.0,2
612,BTM 2nd Stage,2990.0,5.0,416.0,5
613,BTM 2nd Stage,1265.0,2.0,55.0,2
614,BTM 2nd Stage,2200.0,3.0,220.0,3
615,BTM 2nd Stage,2780.0,4.0,325.0,3
616,BTM 2nd Stage,2400.0,2.0,360.0,3
617,BTM 2nd Stage,965.0,2.0,56.0,2
618,BTM 2nd Stage,1147.0,2.0,75.0,2
619,BTM 2nd Stage,1750.0,3.0,172.0,3
620,BTM 2nd Stage,1400.0,2.0,90.0,2
621,BTM 2nd Stage,1200.0,2.0,70.0,2
622,BTM 2nd Stage,1100.0,2.0,47.0,2
623,BTM 2nd Stage,930.0,2.0,46.0,2
625,BTM 2nd Stage,2500.0,3.0,345.0,3
626,BTM Layout,1150.0,2.0,63.0,2
627,BTM Layout,3300.0,6.0,165.0,6
628,BTM Layout,1450.0,2.0,81.0,3
629,BTM Layout,1776.0,2.0,75.0,3
630,BTM Layout,1458.0,3.0,79.0,3
631,BTM Layout,935.0,2.0,51.5,2
632,BTM Layout,1020.0,2.0,46.5,2
633,BTM Layout,1600.0,3.0,112.0,3
634,BTM Layout,1300.0,2.0,75.0,3
635,BTM Layout,1540.0,2.0,78.0,3
636,BTM Layout,450.0,1.0,20.0,1
637,BTM Layout,1196.0,2.0,56.81,2
638,BTM Layout,1470.0,2.0,99.0,3
641,Babusapalaya,1611.0,2.0,66.0,3
643,Babusapalaya,1675.0,3.0,75.0,3
644,Babusapalaya,1141.0,2.0,46.0,2
645,Babusapalaya,1500.0,2.0,57.0,2
647,Babusapalaya,1050.0,2.0,45.0,2
648,Babusapalaya,1141.0,2.0,45.9,2
650,Babusapalaya,1230.0,3.0,53.0,3
651,Babusapalaya,1105.0,2.0,40.0,2
652,Babusapalaya,1410.0,2.0,65.0,3
653,Babusapalaya,1450.0,2.0,55.99,2
654,Babusapalaya,1100.0,2.0,38.0,2
656,Babusapalaya,1061.0,2.0,33.84,2
657,Babusapalaya,1061.0,2.0,38.95,2
658,Babusapalaya,1061.0,2.0,34.0,2
659,Babusapalaya,1245.0,2.0,58.0,2
660,Badavala Nagar,1494.0,2.0,94.55,3
661,Badavala Nagar,1274.0,2.0,81.0,2
662,Badavala Nagar,1842.0,3.0,115.0,3
663,Badavala Nagar,1494.0,2.0,94.55,3
664,Badavala Nagar,1274.0,2.0,81.0,2
665,Badavala Nagar,1494.0,2.0,94.55,3
666,Badavala Nagar,1842.0,3.0,115.0,3
667,Badavala Nagar,1842.0,3.0,115.0,3
668,Badavala Nagar,1842.0,3.0,115.0,3
669,Balagere,1210.0,2.0,80.9,2
670,Balagere,1210.0,2.0,72.0,2
671,Balagere,1205.0,2.0,78.5,2
672,Balagere,790.5,1.0,41.9,1
675,Balagere,1020.07,2.0,68.38,2
676,Balagere,1205.47,2.0,81.0,2
677,Balagere,1007.0,2.0,65.0,2
679,Balagere,1210.0,2.0,74.0,2
680,Balagere,1210.0,2.0,83.0,2
681,Balagere,675.0,1.0,45.0,1
682,Balagere,656.0,1.0,43.0,1
684,Balagere,1012.0,2.0,64.0,2
685,Balagere,1007.0,2.0,62.0,2
686,Balagere,1007.0,2.0,67.0,2
687,Balagere,1007.0,2.0,66.0,2
690,Balagere,645.0,1.0,34.18,1
693,Balagere,790.5,1.0,42.295,1
694,Balagere,1012.0,2.0,65.0,2
695,Balagere,656.0,1.0,38.77,1
696,Balagere,645.0,1.0,39.0,1
697,Balagere,645.0,1.0,41.0,1
698,Balagere,1210.0,2.0,82.0,2
699,Balagere,656.0,1.0,34.77,1
700,Balagere,1205.0,2.0,73.87,2
701,Balagere,1012.0,2.0,70.0,2
702,Balagere,1007.0,2.0,68.0,2
704,Balagere,1205.0,2.0,79.0,2
705,Balagere,1012.0,2.0,68.0,2
707,Banashankari,1077.0,2.0,37.64,2
708,Banashankari,1470.0,2.0,88.64,3
709,Banashankari,1300.0,2.0,75.0,3
710,Banashankari,1800.0,3.0,115.0,3
711,Banashankari,1125.0,2.0,63.0,2
713,Banashankari,1310.0,2.0,80.0,2
714,Banashankari,2600.0,4.0,135.0,3
715,Banashankari,1900.0,2.0,170.0,3
716,Banashankari,1260.0,2.0,75.0,2
717,Banashankari,1170.0,2.0,46.79,2
719,Banashankari,1350.0,2.0,83.0,3
721,Banashankari,1330.0,2.0,78.0,2
722,Banashankari,1400.0,2.0,78.0,3
723,Banashankari,1700.0,3.0,125.0,3
724,Banashankari,1020.0,2.0,40.79,2
725,Banashankari,1600.0,2.0,63.98,2
726,Banashankari,1041.0,2.0,36.44,2
727,Banashankari,2400.0,1.0,200.0,1
728,Banashankari,1390.0,2.0,86.0,2
729,Banashankari,1460.0,2.0,70.0,2
730,Banashankari,1200.0,2.0,60.0,2
731,Banashankari,1290.0,2.0,80.0,2
732,Banashankari,2582.0,5.0,250.0,3
733,Banashankari,1186.0,2.0,65.0,2
734,Banashankari,1650.0,3.0,101.0,3
736,Banashankari,1181.0,2.0,75.0,2
737,Banashankari,1105.0,2.0,90.0,2
738,Banashankari,720.0,1.0,60.0,1
739,Banashankari,1040.0,2.0,45.0,2
740,Banashankari,1330.0,2.0,77.0,2
741,Banashankari,1200.0,2.0,49.0,2
742,Banashankari,1185.0,2.0,67.0,2
743,Banashankari,1000.0,2.0,50.0,2
744,Banashankari,1650.0,3.0,90.75,3
745,Banashankari,1650.0,3.0,101.0,3
746,Banashankari,1310.0,2.0,80.43,2
747,Banashankari,600.0,1.0,27.0,2
748,Banashankari,1430.0,2.0,87.8,2
749,Banashankari,1020.0,2.0,42.83,2
751,Banashankari,1540.0,3.0,80.0,3
752,Banashankari,1195.0,2.0,35.84,2
753,Banashankari,1683.0,3.0,115.0,3
754,Banashankari,1800.0,3.0,125.0,3
755,Banashankari,1175.0,2.0,41.13,2
756,Banashankari,1750.0,2.0,89.0,3
757,Banashankari,1800.0,3.0,175.0,3
758,Banashankari,1450.0,2.0,50.75,2
759,Banashankari,1770.0,3.0,108.0,3
760,Banashankari,1800.0,3.0,125.0,3
763,Banashankari,1200.0,3.0,74.52,3
764,Banashankari,1100.0,2.0,63.0,2
765,Banashankari,1020.0,2.0,40.79,2
766,Banashankari,1260.0,2.0,75.0,2
768,Banashankari,1426.0,3.0,85.0,3
769,Banashankari Stage II,1700.0,2.0,150.0,2
770,Banashankari Stage II,1200.0,2.0,150.0,4
771,Banashankari Stage II,1500.0,2.0,120.0,3
772,Banashankari Stage II,2400.0,3.0,510.0,5
773,Banashankari Stage II,1240.0,2.0,59.52,3
774,Banashankari Stage II,1250.0,2.0,110.0,2
775,Banashankari Stage II,1260.0,2.0,95.0,3
776,Banashankari Stage II,2400.0,2.0,300.0,3
777,Banashankari Stage II,1400.0,2.0,100.0,2
778,Banashankari Stage II,2800.0,3.0,425.0,5
779,Banashankari Stage II,3000.0,3.0,450.0,3
780,Banashankari Stage II,1200.0,2.0,198.0,3
781,Banashankari Stage II,1245.0,2.0,125.0,2
782,Banashankari Stage III,1305.0,2.0,58.7,3
783,Banashankari Stage III,1145.0,2.0,58.4,2
784,Banashankari Stage III,1650.0,3.0,118.0,3
785,Banashankari Stage III,2400.0,4.0,240.0,4
786,Banashankari Stage III,1350.0,2.0,68.0,3
788,Banashankari Stage III,1305.0,2.0,59.0,3
789,Banashankari Stage III,1305.0,2.0,60.0,3
790,Banashankari Stage III,1200.0,2.0,42.0,2
791,Banashankari Stage III,1305.0,2.0,59.0,3
792,Banashankari Stage III,1480.0,3.0,75.48,3
793,Banashankari Stage III,1305.0,2.0,59.0,3
794,Banashankari Stage III,1304.0,2.0,111.0,2
795,Banashankari Stage III,3000.0,6.0,150.0,6
796,Banashankari Stage III,1085.0,2.0,50.0,2
797,Banashankari Stage III,1500.0,2.0,100.0,3
798,Banashankari Stage III,2100.0,3.0,147.0,4
799,Banashankari Stage III,1420.0,2.0,95.0,3
800,Banashankari Stage V,1300.0,2.0,58.5,3
801,Banashankari Stage V,1305.0,2.0,49.0,3
802,Banashankari Stage V,1035.0,2.0,35.77,2
803,Banashankari Stage V,1355.0,2.0,61.0,3
804,Banashankari Stage V,1510.0,3.0,47.57,3
805,Banashankari Stage V,1650.0,3.0,51.98,3
806,Banashankari Stage V,1630.0,3.0,51.35,3
807,Banashankari Stage V,1510.0,3.0,47.57,3
808,Banashankari Stage V,1315.0,2.0,49.0,3
809,Banashankari Stage V,1540.0,3.0,48.51,3
810,Banashankari Stage V,920.0,2.0,41.5,2
811,Banashankari Stage VI,1177.5,2.0,59.935,2
812,Banashankari Stage VI,4800.0,4.0,190.0,4
813,Banashankari Stage VI,2800.0,4.0,89.0,4
814,Banashankari Stage VI,2200.0,4.0,195.0,4
815,Banashankari Stage VI,1160.0,2.0,59.0,2
816,Banashankari Stage VI,1180.0,2.0,59.47,2
817,Banashankari Stage VI,1423.0,2.0,71.73,3
818,Banashankari Stage VI,1392.0,3.0,69.46,3
819,Banashankari Stage VI,1410.5,2.0,70.385,3
820,Banashankari Stage VI,4800.0,3.0,200.0,4
821,Banaswadi,1184.0,2.0,53.0,2
822,Banaswadi,1145.0,2.0,55.0,2
823,Banaswadi,1250.0,2.0,60.0,2
824,Banaswadi,1365.0,2.0,73.0,2
825,Banaswadi,1903.0,6.0,140.0,5
826,Banaswadi,1222.0,2.0,80.0,2
827,Banaswadi,870.0,2.0,38.0,2
828,Banaswadi,1200.0,2.0,60.0,2
830,Banaswadi,1340.0,2.0,73.0,2
831,Banaswadi,1008.0,2.0,52.0,2
832,Banaswadi,1105.0,2.0,57.0,2
833,Banjara Layout,1200.0,2.0,70.0,2
834,Banjara Layout,1050.0,2.0,64.8,2
835,Banjara Layout,753.0,3.0,59.5,2
836,Banjara Layout,2500.0,4.0,140.0,3
837,Bannerghatta,3012.0,6.0,250.0,4
838,Bannerghatta,1665.0,3.0,110.0,3
839,Bannerghatta,2370.0,4.0,195.0,3
840,Bannerghatta,1100.0,2.0,66.0,2
841,Bannerghatta,2895.5,2.0,246.0,4
842,Bannerghatta,1113.0,2.0,70.0,2
843,Bannerghatta,1200.0,2.0,73.2,2
844,Bannerghatta,1070.0,2.0,87.0,2
845,Bannerghatta,1776.0,3.0,124.0,3
846,Bannerghatta,1776.0,3.0,150.0,3
847,Bannerghatta Road,500.0,1.0,18.5,1
848,Bannerghatta Road,1050.0,2.0,65.0,2
849,Bannerghatta Road,1170.0,2.0,66.0,3
850,Bannerghatta Road,595.0,1.0,33.32,1
851,Bannerghatta Road,1445.0,3.0,95.0,3
852,Bannerghatta Road,1640.0,2.0,120.0,3
854,Bannerghatta Road,1460.0,2.0,90.0,3
856,Bannerghatta Road,1179.0,2.0,66.02,2
857,Bannerghatta Road,1122.5,2.0,58.935,2
858,Bannerghatta Road,793.0,2.0,45.0,2
860,Bannerghatta Road,1400.0,2.0,78.0,2
862,Bannerghatta Road,1215.0,2.0,50.0,2
863,Bannerghatta Road,1654.0,3.0,100.0,3
864,Bannerghatta Road,1181.0,2.0,55.0,2
866,Bannerghatta Road,1200.0,2.0,75.0,2
868,Bannerghatta Road,595.0,1.0,31.83,1
869,Bannerghatta Road,1105.0,2.0,51.0,2
870,Bannerghatta Road,1255.0,2.0,65.26,2
872,Bannerghatta Road,1550.0,3.0,82.0,3
874,Bannerghatta Road,1650.0,3.0,122.0,3
875,Bannerghatta Road,912.0,2.0,55.0,2
876,Bannerghatta Road,1218.0,2.0,73.0,2
878,Bannerghatta Road,1115.0,2.0,65.12,2
880,Bannerghatta Road,1893.0,3.0,100.0,3
881,Bannerghatta Road,1600.0,3.0,95.0,3
882,Bannerghatta Road,1275.0,2.0,65.0,2
883,Bannerghatta Road,892.0,2.0,39.0,2
885,Bannerghatta Road,1260.0,2.0,70.0,2
887,Bannerghatta Road,1157.0,2.0,40.0,2
888,Bannerghatta Road,1150.0,2.0,65.0,2
890,Bannerghatta Road,1100.0,2.0,39.0,2
892,Bannerghatta Road,1725.0,3.0,110.0,3
893,Bannerghatta Road,1850.0,6.0,150.0,6
895,Bannerghatta Road,950.0,2.0,38.0,2
896,Bannerghatta Road,1220.0,2.0,80.0,2
897,Bannerghatta Road,1130.0,2.0,78.0,2
899,Bannerghatta Road,1486.0,3.0,83.22,3
901,Bannerghatta Road,1015.0,2.0,48.0,2
902,Bannerghatta Road,1115.0,2.0,61.0,2
903,Bannerghatta Road,1136.0,2.0,48.0,2
904,Bannerghatta Road,2700.0,4.0,260.0,4
905,Bannerghatta Road,1200.0,2.0,69.0,3
906,Bannerghatta Road,1465.0,2.0,76.0,3
907,Bannerghatta Road,1302.5,2.0,67.73,2
908,Bannerghatta Road,1200.0,2.0,65.0,2
909,Bannerghatta Road,1240.0,2.0,65.0,2
910,Bannerghatta Road,1476.0,3.0,125.0,3
912,Bannerghatta Road,1532.5,3.0,84.29,3
914,Bannerghatta Road,1268.0,2.0,69.0,2
915,Bannerghatta Road,1450.0,2.0,87.0,3
916,Bannerghatta Road,2932.0,5.0,195.0,4
919,Bannerghatta Road,960.0,2.0,58.0,2
920,Bannerghatta Road,1750.0,3.0,130.0,3
921,Bannerghatta Road,1275.0,2.0,73.0,2
923,Bannerghatta Road,1240.0,2.0,71.0,2
925,Bannerghatta Road,1215.0,2.0,68.0,2
926,Bannerghatta Road,1215.0,2.0,68.0,2
927,Bannerghatta Road,1894.0,3.0,115.0,3
929,Bannerghatta Road,1693.0,3.0,89.0,3
930,Bannerghatta Road,1280.0,2.0,60.16,2
932,Bannerghatta Road,630.0,1.0,35.0,1
933,Bannerghatta Road,1215.0,2.0,68.0,2
934,Bannerghatta Road,1365.0,3.0,76.18,3
935,Bannerghatta Road,1115.0,2.0,78.0,2
936,Bannerghatta Road,1532.5,3.0,79.465,3
938,Bannerghatta Road,1655.0,3.0,90.0,3
939,Bannerghatta Road,1247.0,2.0,47.39,2
940,Bannerghatta Road,1237.5,2.0,49.49,2
941,Bannerghatta Road,1650.0,3.0,94.0,3
942,Bannerghatta Road,905.0,2.0,65.0,2
943,Bannerghatta Road,1000.0,2.0,50.0,2
944,Bannerghatta Road,2185.0,3.0,120.0,4
945,Bannerghatta Road,1012.0,2.0,45.0,2
947,Bannerghatta Road,1460.0,2.0,80.0,3
948,Bannerghatta Road,1340.0,2.0,85.0,2
949,Bannerghatta Road,1711.0,3.0,125.0,3
950,Bannerghatta Road,1520.0,2.0,81.0,3
951,Bannerghatta Road,2826.0,3.0,148.0,3
952,Bannerghatta Road,1115.0,2.0,61.0,2
953,Bannerghatta Road,1154.0,2.0,47.0,2
954,Bannerghatta Road,1000.0,2.0,44.5,2
955,Bannerghatta Road,1250.0,2.0,48.0,2
956,Bannerghatta Road,1640.0,3.0,105.0,3
958,Bannerghatta Road,1012.0,2.0,44.0,2
959,Bannerghatta Road,1527.0,3.0,115.0,3
962,Bannerghatta Road,1550.0,3.0,96.0,3
963,Bannerghatta Road,1200.0,2.0,78.0,2
964,Bannerghatta Road,1885.0,3.0,125.0,3
966,Bannerghatta Road,1450.0,2.0,78.0,3
967,Bannerghatta Road,700.0,1.0,31.2,1
970,Bannerghatta Road,905.0,2.0,58.0,2
972,Bannerghatta Road,1920.0,3.0,122.0,3
973,Bannerghatta Road,2400.0,4.0,180.0,4
975,Bannerghatta Road,1270.0,2.0,45.0,2
976,Bannerghatta Road,1520.0,2.0,80.0,3
977,Bannerghatta Road,1270.0,2.0,73.0,3
978,Bannerghatta Road,1846.0,3.0,120.0,3
980,Bannerghatta Road,1122.5,2.0,61.74,2
981,Bannerghatta Road,1655.0,3.0,95.0,3
982,Bannerghatta Road,1206.0,2.0,53.0,2
983,Bannerghatta Road,1150.0,2.0,55.0,2
984,Bannerghatta Road,1215.0,2.0,65.0,2
985,Bannerghatta Road,1510.0,2.0,110.0,3
986,Bannerghatta Road,1022.0,2.0,35.0,2
987,Bannerghatta Road,1246.0,2.0,47.35,2
988,Bannerghatta Road,1470.0,2.0,85.0,3
989,Bannerghatta Road,1160.0,2.0,45.0,2
990,Bannerghatta Road,970.0,2.0,57.0,2
991,Bannerghatta Road,1527.0,3.0,142.0,3
994,Basavangudi,1036.0,2.0,105.0,2
995,Basavangudi,2600.0,4.0,260.0,4
996,Basavangudi,1600.0,2.0,160.0,3
997,Basavangudi,1560.0,2.0,145.0,2
999,Basavangudi,1800.0,3.0,195.0,3
1000,Basavangudi,1100.0,2.0,93.0,2
1002,Basavangudi,1050.0,2.0,103.0,2
1005,Basavangudi,1180.0,2.0,124.0,2
1007,Basavangudi,1200.0,2.0,120.0,2
1009,Basavangudi,2453.0,3.0,250.0,4
1010,Basaveshwara Nagar,4500.0,5.0,415.0,5
1011,Basaveshwara Nagar,1865.0,3.0,145.0,3
1012,Basaveshwara Nagar,1200.0,2.0,90.0,2
1013,Basaveshwara Nagar,2400.0,4.0,310.0,5
1014,Basaveshwara Nagar,1200.0,2.0,80.0,2
1015,Basaveshwara Nagar,900.0,2.0,60.0,2
1016,Basaveshwara Nagar,1900.0,3.0,150.0,3
1017,Basaveshwara Nagar,1200.0,2.0,85.0,2
1018,Basaveshwara Nagar,1200.0,2.0,70.0,2
1019,Battarahalli,1200.0,2.0,65.0,2
1020,Battarahalli,1779.0,3.0,89.61,3
1021,Battarahalli,1300.0,2.0,50.0,2
1022,Battarahalli,1945.0,3.0,97.42,3
1023,Battarahalli,1777.0,3.0,100.0,3
1024,Battarahalli,1135.0,2.0,43.0,2
1025,Battarahalli,1276.0,2.0,45.0,2
1026,Battarahalli,1880.0,3.0,94.36,3
1027,Battarahalli,1071.0,2.0,62.0,2
1028,Battarahalli,1165.0,2.0,43.0,2
1029,Battarahalli,1636.0,2.0,82.89,2
1030,Battarahalli,1779.0,3.0,90.0,3
1032,Battarahalli,1090.0,2.0,38.37,2
1033,Battarahalli,2082.0,3.0,104.0,3
1034,Battarahalli,2024.0,3.0,103.0,3
1035,Battarahalli,1097.0,2.0,49.0,2
1037,Begur,1419.0,2.0,59.0,3
1038,Begur,1580.0,3.0,75.0,3
1039,Begur,1559.0,3.0,63.0,3
1040,Begur,1445.0,2.0,47.1,3
1041,Begur,1475.0,2.0,74.0,3
1042,Begur,3500.0,4.0,185.0,3
1043,Begur,1100.0,2.0,55.0,2
1044,Begur,1306.0,2.0,65.0,2
1045,Begur,1304.0,3.0,65.0,3
1046,Begur,1411.0,2.0,60.0,3
1047,Begur,815.0,2.0,40.0,2
1048,Begur,1443.0,2.0,70.0,3
1049,Begur Road,1200.0,2.0,44.0,2
1050,Begur Road,1200.0,2.0,46.8,2
1051,Begur Road,1160.0,2.0,44.0,2
1052,Begur Road,1584.0,3.0,65.0,3
1054,Begur Road,1615.0,3.0,59.76,3
1055,Begur Road,1200.0,2.0,43.2,2
1056,Begur Road,1160.0,2.0,44.08,2
1057,Begur Road,1200.0,2.0,45.0,2
1058,Begur Road,1615.0,3.0,60.0,3
1059,Begur Road,1410.0,2.0,53.0,3
1060,Begur Road,1200.0,2.0,37.8,2
1061,Begur Road,1160.0,2.0,40.59,2
1062,Begur Road,1260.0,2.0,46.62,2
1063,Begur Road,1600.0,3.0,58.14,3
1065,Begur Road,1500.0,2.0,70.0,3
1066,Begur Road,1160.0,2.0,42.0,2
1067,Begur Road,1240.0,2.0,39.06,2
1068,Begur Road,1200.0,2.0,45.0,2
1069,Begur Road,1500.0,2.0,55.0,3
1070,Begur Road,1410.0,2.0,52.17,3
1072,Begur Road,1583.0,3.0,74.4,3
1073,Begur Road,1170.0,2.0,46.0,2
1074,Begur Road,1160.0,2.0,42.92,2
1075,Begur Road,1410.0,2.0,52.17,3
1077,Begur Road,1565.0,2.0,59.76,3
1078,Begur Road,1160.0,2.0,42.0,2
1080,Begur Road,1410.0,2.0,53.58,3
1081,Begur Road,1200.0,2.0,45.0,2
1082,Begur Road,1200.0,2.0,42.6,2
1083,Begur Road,1160.0,2.0,42.0,2
1084,Begur Road,1334.0,2.0,42.69,2
1085,Begur Road,1565.0,2.0,57.91,3
1086,Begur Road,1200.0,2.0,45.6,2
1087,Begur Road,1215.0,2.0,43.13,2
1088,Begur Road,1160.0,2.0,36.54,2
1090,Begur Road,1200.0,2.0,44.4,2
1092,Begur Road,1260.0,2.0,39.69,2
1093,Begur Road,2464.5,6.0,118.0,4
1094,Begur Road,1160.0,2.0,44.0,2
1096,Begur Road,952.0,2.0,42.0,2
1099,Begur Road,1200.0,2.0,42.0,2
1100,Begur Road,1240.0,2.0,45.88,2
1101,Begur Road,1200.0,3.0,50.0,3
1103,Begur Road,1200.0,2.0,44.0,2
1105,Begur Road,1100.0,2.0,42.6,2
1106,Begur Road,1565.0,2.0,57.91,3
1107,Begur Road,1200.0,2.0,44.4,2
1108,Begur Road,1160.0,2.0,36.54,2
1109,Begur Road,1215.0,2.0,43.75,2
1110,Begur Road,1200.0,2.0,44.73,2
1111,Begur Road,1160.0,2.0,42.0,2
1112,Begur Road,1410.0,2.0,54.99,3
1113,Bellandur,1767.0,3.0,103.0,3
1114,Bellandur,1205.0,2.0,66.0,2
1115,Bellandur,1250.0,2.0,76.0,2
1116,Bellandur,1000.0,2.0,50.0,2
1117,Bellandur,1281.0,2.0,74.0,2
1118,Bellandur,921.0,2.0,40.0,2
1120,Bellandur,1490.0,2.0,98.0,3
1122,Bellandur,2039.0,3.0,168.0,3
1123,Bellandur,1605.0,3.0,85.0,3
1124,Bellandur,1692.0,3.0,88.0,3
1125,Bellandur,1220.0,2.0,60.0,2
1126,Bellandur,1299.0,2.0,82.0,2
1127,Bellandur,900.0,2.0,56.0,2
1128,Bellandur,1350.0,2.0,79.0,2
1129,Bellandur,1286.0,2.0,57.0,2
1130,Bellandur,3016.0,4.0,230.0,4
1131,Bellandur,1457.0,2.0,85.0,2
1132,Bellandur,1195.0,2.0,51.0,2
1133,Bellandur,1050.0,2.0,72.0,2
1134,Bellandur,3600.0,4.0,260.0,4
1135,Bellandur,1310.0,2.0,72.0,2
1136,Bellandur,924.0,2.0,35.11,2
1137,Bellandur,1785.0,3.0,118.0,3
1138,Bellandur,1051.0,2.0,60.0,2
1140,Bellandur,1060.0,2.0,65.0,2
1141,Bellandur,1100.0,2.0,62.0,2
1142,Bellandur,1550.0,2.0,59.0,2
1143,Bellandur,924.0,2.0,35.11,2
1145,Bellandur,1685.0,3.0,100.0,3
1146,Bellandur,982.0,2.0,55.0,2
1147,Bellandur,981.0,2.0,37.28,2
1148,Bellandur,1205.0,2.0,59.0,2
1149,Bellandur,1063.0,2.0,58.0,2
1150,Bellandur,1201.0,2.0,59.99,2
1151,Bellandur,1325.0,2.0,65.0,2
1152,Bellandur,1281.0,2.0,87.0,2
1154,Bellandur,1200.0,2.0,52.0,2
1155,Bellandur,1785.0,3.0,120.0,3
1156,Bellandur,1088.0,2.0,48.0,2
1157,Bellandur,1310.0,2.0,85.0,2
1158,Bellandur,982.0,2.0,37.28,2
1159,Bellandur,1465.0,3.0,90.0,2
1160,Bellandur,1767.0,3.0,109.0,3
1161,Bellandur,924.0,2.0,35.11,2
1162,Bellandur,3600.0,4.0,245.0,4
1163,Bellandur,1170.0,2.0,46.79,2
1164,Bellandur,1150.0,2.0,69.44,2
1165,Bellandur,1200.0,2.0,45.0,2
1167,Bellandur,1410.0,3.0,92.0,2
1168,Bellandur,950.0,2.0,35.0,2
1169,Bellandur,1015.0,2.0,60.0,2
1171,Bellandur,1685.0,3.0,101.0,3
1172,Bellandur,1735.0,3.0,105.0,3
1173,Bellandur,1685.0,3.0,115.0,3
1174,Bellandur,1846.0,3.0,135.0,3
1175,Bellandur,1049.0,2.0,51.0,2
1177,Bellandur,1211.0,2.0,63.0,2
1178,Bellandur,1717.0,3.0,110.0,3
1180,Bellandur,1185.0,2.0,47.39,2
1181,Bellandur,1200.0,2.0,62.0,2
1185,Bellandur,1251.0,2.0,47.0,2
1187,Bellandur,960.0,2.0,48.0,2
1188,Bellandur,1690.0,2.0,116.0,3
1189,Bellandur,950.0,1.0,40.0,1
1190,Bellandur,850.0,2.0,45.0,2
1191,Bellandur,1454.0,2.0,90.0,2
1193,Bellandur,1195.0,2.0,52.0,2
1194,Bellandur,1435.0,2.0,115.0,3
1196,Bellandur,1260.0,2.0,83.5,2
1197,Bellandur,1535.0,3.0,90.0,3
1198,Bellandur,1047.0,2.0,75.0,2
1199,Bellandur,1096.0,2.0,40.0,2
1200,Bellandur,1262.0,2.0,47.0,2
1201,Benson Town,3200.0,4.0,350.0,3
1202,Benson Town,4460.0,5.0,650.0,4
1203,Benson Town,2850.0,4.0,470.0,3
1204,Benson Town,1300.0,2.0,120.0,2
1205,Benson Town,1567.0,3.0,140.0,2
1206,Benson Town,3633.0,6.0,550.0,4
1207,Benson Town,1688.12,2.0,270.0,2
1208,Benson Town,1805.0,3.0,280.0,3
1209,Benson Town,1688.0,2.0,280.0,2
1210,Bharathi Nagar,1322.0,2.0,68.0,2
1211,Bharathi Nagar,1351.0,2.0,70.0,2
1212,Bharathi Nagar,1384.0,2.0,59.0,2
1213,Bharathi Nagar,1351.0,2.0,74.0,2
1214,Bharathi Nagar,1432.0,2.0,68.0,2
1216,Bharathi Nagar,1349.0,2.0,56.7,2
1217,Bharathi Nagar,1328.0,2.0,69.0,2
1218,Bharathi Nagar,1300.0,2.0,55.86,2
1219,Bhoganhalli,1670.0,3.0,99.0,3
1222,Bhoganhalli,1444.0,2.0,75.97,2
1223,Bhoganhalli,1447.0,2.0,75.97,2
1224,Bhoganhalli,1700.0,3.0,126.0,3
1225,Bhoganhalli,1447.0,2.0,75.97,2
1230,Bhoganhalli,1760.0,3.0,127.0,3
1232,Bhoganhalli,1447.0,2.0,75.97,2
1233,Bhoganhalli,1949.0,3.0,129.0,3
1234,Bhoganhalli,1760.0,3.0,128.0,3
1235,Bhoganhalli,1447.0,2.0,75.97,2
1236,Bhoganhalli,2439.0,4.0,185.0,4
1240,Bhoganhalli,1444.0,2.0,75.97,2
1241,Bhoganhalli,1205.0,2.0,64.47,2
1242,Bhoganhalli,1447.0,2.0,75.97,2
1243,Bhoganhalli,2439.0,5.0,170.0,4
1245,Bhoganhalli,1205.0,2.0,68.32,2
1246,Bhoganhalli,1260.0,2.0,69.9,2
1247,Bhoganhalli,2439.0,4.0,170.0,4
1248,Bhoganhalli,1707.0,3.0,115.0,3
1250,Bhoganhalli,970.0,2.0,52.5,2
1252,Bhoganhalli,1277.0,2.0,79.89,2
1254,Bhoganhalli,1703.0,3.0,120.0,3
1256,Billekahalli,1125.0,2.0,62.0,2
1258,Billekahalli,1090.0,2.0,52.0,2
1259,Billekahalli,1112.0,2.0,62.0,2
1260,Billekahalli,2400.0,3.0,150.0,3
1261,Billekahalli,2968.0,3.0,225.0,3
1262,Billekahalli,950.0,2.0,58.11,2
1263,Billekahalli,1360.0,2.0,110.0,2
1264,Billekahalli,1125.0,2.0,65.0,2
1265,Billekahalli,950.0,2.0,56.0,2
1267,Billekahalli,1805.0,3.0,134.0,3
1268,Binny Pete,1755.0,3.0,122.0,3
1269,Binny Pete,665.0,1.0,50.75,1
1270,Binny Pete,2465.0,5.0,234.0,3
1272,Binny Pete,1245.0,2.0,86.28,2
1273,Binny Pete,660.0,1.0,54.0,1
1274,Binny Pete,665.0,1.0,46.08,1
1275,Binny Pete,660.0,1.0,62.0,1
1276,Binny Pete,1365.0,2.0,122.0,2
